Text,Sentiment
fun and great to use ,1
fun and great to use ,5
function well at work still ,1
function well at work still ,1
gift for grandson for gaming,5
gift my son is gamer,5
glitchy and charge doesn last,5
glitchy and charge doesn last,5
goes through batteries like water,5
goes through batteries like water,1
good and simple to use,5
good for gaming as advertised,5
good headphones for the price,5
good headset for the price ,5
good headset for the price ,1
good headset would bye again,5
good mouse for the price ,1
good product exceded my expectations,5
good product exceded my expectations,1
good product for the money,5
good product for the price ,5
good quality and great price,1
good quality and nice look,5
good quality and nice sound,5
good quality for good price ,5
good sound easy to use,5
good sound quality and durable,5
good sound quality for beginners,5
good value for wireless keyboard,5
grandson loved it for gaming ,5
grandson say they work good,1
great for gaming noise cancellation ,5
great for gaming on xbox,5
great for my yr old,5
great headphones excellent sound quality,5
great headphones for good price ,5
great headphones great sounds quality ,5
great headset at great price ,5
great headset exactly as listed ,5
great headset for cheap price ,5
great headset for the money,1
great headset for the money,5
great headset for the price ,5
great headset for xbox gaming,1
great headset perfect for ps ,5
great item kids love it,1
great item kids love it,1
great keyboard and works great,1
great keyboard for the price,5
great keyboard very responsive keys,5
great keyboard works as advertised ,5
great looks with surround sound,5
great portable personal use item ,5
great product and great value,5
great product delivery and price ,5
great product fast shipping aaaaa,1
great product for great price ,5
great product for the money ,5
great product for the price,5
great product for the price ,5
great product for the value,5
great product very competitive price ,1
great product very competitive price ,1
great product would highly recommend ,1
great product would highly recommend ,5
great purchase with great price,5
great quality and great price,5
great quality and non expensive ,5
great quality for the price,1
great quality for the price,5
great quality for the price ,5
great quality value look sound ,5
great sound and battery life,5
great sound and battery life,5
great sound and battery life ,5
great sound and noise canceling ,5
great sound and very durable ,5
great sound battery lasts forever ,1
great sound easy to used ,5
great sound for small speaker ,5
great sound for small speaker ,5
great sound for smaller speaker ,5
great sound for the money ,5
great sound long battery life ,5
great sound love my music ,5
great sound nice deep bass ,5
great sound quality and durable,5
great sound quality and volume ,1
great sound so bought thanks,5
great sounding speaker deep bass ,5
great sounds long battery life ,5
great speaker worth the money ,5
great value for the price,5
great will buy second one,5
happy with the sound quality,5
headset is great would recommend,5
heavy music with quality sound,5
home computer use not gaming ,1
honestly it is really good ,5
i absolutely love this speaker ,5
i am enjoying my speaker,5
i am sorry my fault ,5
i did know fast delivery,5
i don use for gaming,5
i don use for gaming,1
i enjoy everything about it ,5
i like everything about it,5
i like everything about it,1
i like everything about it,5
i like everything about it,1
i like everything about it,5
i like everything about them,1
i like how it is,1
i like how it is,5
i like the lighted keybd,5
i like this for school,5
i like this for school,1
i like too much loved,5
i love it really good,5
i love it would recommend ,5
i love it would recommend ,1
i love the mute affect,5
i love the sound quality,5
i love theme for everything,5
i loved the sound quality ,5
i really like the color,5
i really like this mouse ,5
i really like this mouse ,5
i really like very helpful,5
i very much liked it,5
in months this stop working,5
incredible sound long battery life ,5
is sucks don get it,5
is very easy to manager ,1
it broke the same day,1
it broke the same day,5
it colorful and works great ,1
it didn fit the controller,5
it does not light up,5
it gets the job done,1
it great silent but deadly ,5
it great speaker would recommend,1
it is amazing sounds great,5
it is an amazing headset,5
it is easy to use,1
it is easy to use,5
it is exactly what wanted,1
it is exactly what wanted,1
it just gets stains easily,1
it just gets stains easily,1
it lasted last than months ,5
it lasted last than months ,1
it okay for first headset ,5
it perfect and fast shipping,5
it quiet and esthetically pleasing ,5
it quit working after weeks,5
it quit working after weeks,1
it stop working within weeks ,5
it stopped working after days ,5
it stopped working after days ,5
it stopped working after months,1
it stopped working after months,5
it stopped working after weeks,1
it was nice and lould ,5
it works great is fast ,5
it works great is fast ,1
its sound quality is best ,5
its strong clear and great,5
jbl over priced by far,5
just all around terrible mouse,1
just got it seems fine,5
just got it seems fine,5
just stopped working after weeks,1
just stopped working after weeks,1
just what my son wanted ,5
just what was looking for,5
keyboard stopped working after month ,5
keys have very smooth travel,1
keys light up very brite ,5
light weight fits hand perfectly,1
light weight fits hand perfectly,5
lights look great last long ,5
like design not function frustrating,1
like design not function frustrating,1
like playing on my ps,5
like this mouse work good,5
like this mouse work good,5
liked everything great for fortnite ,5
long lasting power recharges fast,5
long lasting power recharges fast,1
looks awesome and sounds good,5
looks just like the pic ,5
love everything about this speaker,5
love how loud it gets ,5
love howling the battery lasts,5
love it and the colors ,5
love it and the colors ,5
love the headset so far ,5
love the lights easy carry ,1
love the size of it,1
love the size of it,1
love these jbls great sound,5
love this it so cool,1
love this mouse work excellent ,1
love this mouse work excellent ,1
love this mouse works perfect,5
loved it love the colors ,5
loved it love the colors ,5
loved the comfort while gaming ,5
loved the headset incredible sound,5
mic neverworked tried trouble shooting,5
mic quit working after month,5
microphone broke months after purchase,5
microphone stopped working after months,1
mouse does not hold charge ,5
mouse does not hold charge ,1
mouse stopped working after months ,5
mouse stopped working after months ,5
mute button does not work,1
my brother loved this headphone,5
my child loves this headset,5
my daughter love the mouse ,5
my daughter love the mouse ,1
my daughter loved the color,5
my family loves this brand,1
my gf loves her headset,5
my godson loved the headset ,5
my grandson likes this headset ,1
my grandson really enjoys it ,5
my grandson wears them alot,1
my great granddaughter likes them,5
my kids loved the headset ,5
my man love his speaker,1
my son enjoyed the design ,5
my son law loves it ,5
my son loved this headset ,5
my son loves the headset,5
my son loves the headset ,1
my son loves these headphones,5
my son loves these headphones ,5
my son loves this keyboard,5
my son says there good,5
my teenage son loved this ,5
my teenage son loves it ,5
my ue old lives it,5
nice color and strong base ,5
nice keyboard with few quirks ,5
nice looking quiet works well ,5
nice packaging and quality is ,5
nice quality for good price ,5
no computer mouse was amazing,5
no computer mouse was amazing,5
no problems and work great,5
no problems as of yet,5
no usb only type c,1
no usb only type c,5
not bad for the price ,5
not enough lighting modes effects,5
not the greatest but works,5
not very loud at all,5
not working since day one,5
nothing it great with everything ,5
nothing wrong with this honestly,5
only holds charge for minutes ,5
only holds charge for minutes ,5
overall the sound was decent ,5
perfect all around btooth speaker ,1
perfect for around the house ,1
perfect for boating and camping,1
perfect my son loves them,5
perfect size for small hands,1
perfect size for small hands,5
perfect size with enormous sound,5
perfect timming price and comm ,5
poor quality last only months,5
prettiest mouse ve ever had ,1
prettiest mouse ve ever had ,5
pretty good for price works,5
pretty good for price works,5
pretty good for the price ,5
product does not last long ,1
product is useless without charge ,1
product works great love it ,5
product works great love it ,5
quality for the price paid,5
quality headphones for the price ,5
quick working after one month,5
quite cute and very portable,1
quite cute and very portable,5
really comfy and good sound,5
really good headset recommend buying,5
really loud and clear sound,5
really nice for the price,1
really smooth soft click liked ,1
really smooth soft click liked ,1
sadly it is not working ,5
seamless connectivity to my pc,5
seamless connectivity to my pc,1
signal works at great distance ,5
small mouse but no batteries ,5
small rechargeable and works perfectly ,5
smooth feeling keys nice design,5
so bad quality and uncomfortable,5
so far it sounds great ,5
so far it works great,5
so far it works great,1
so pretty and super quiet,1
so pretty and super quiet,1
solid headset for the price,5
son says he likes it ,5
sound doesnt expect as wanted,5
sound is amazing love it,5
sound quality has been awesome,1
sound went out after uses,5
sounds awesome easy to connect ,5
sounds good got money worth,1
sounds great and it rocks ,5
sounds great easy to connect ,1
sounds great mic came broken,1
sounds terrible low not volume,5
speaker bangs fantastic battery life,5
stopped working after couple months ,1
stopped working after couple months ,1
stopped working after few weeks ,1
stopped working after months trash,1
stopped working after months trash,1
stopped working after two days,5
stopped working after two months,1
stopped working after two months,1
stopped working cant return either ,5
stopped working cant return either ,1
super comfortable and super sound,1
surprized it had charger happy,1
takes long time to charge,1
talking side did not work,5
that is perfect thank you ,5
the best purchase ever made ,5
the boys love these headsets,5
the headset is as advertised ,5
the mic broke within month ,5
the quality was really good,5
the scroll wheel doesn work,1
the scroll wheel doesn work,1
the sound is freaking awesome ,5
the sound quality is amazing,1
the sound quality is amazing ,5
the type adapter doesnt work ,1
the type adapter doesnt work ,5
theee perfect headset for gaming ,5
there is delay when typing ,5
these really helped my son,1
they are good for kids,1
they are great for gaming ,5
they stopped working after week,5
thinnest mouse have ever seen ,1
thinnest mouse have ever seen ,1
this headset is comfortable wear ,5
this headset works really well,5
this is broken within month ,5
this is broken within month ,1
this is perfect for gaming,5
this is perfect for gaming ,1
this is very good product,5
this little thing sounds great ,5
this mouse was bad quality ,5
this mouse was bad quality ,5
this mouse was extremely cheap,5
this mouse was extremely cheap,5
this product broke in days,5
this product didn wouldn charge,5
this product didn wouldn charge,1
this product is very nice ,5
this product works as described ,1
this speaker is the best,5
tiny great for laptop size ,1
tiny great for laptop size ,1
to loud definitely not quiet ,5
to small for my comfort,1
too flat hard to use,5
too flat hard to use,1
trash volume is too low ,5
usb fell apart after uses ,1
use at work works great,1
use at work works great,1
used for my mac latop,5
used it indoors and outdoors,1
using with my new laptop ,1
very comfortable and feels great,1
very comfortable and feels great,1
very comfortable good sound quality ,5
very comfortable great sound quality,5
very comfy and works great,5
very cushioning and high qaulity ,5
very good quality and comfortable,5
very good recommend this product,5
very good service good quality ,1
very happy with my purchase ,5
very loud with every click ,5
very nice bought love it ,1
very nice bought love it ,1
very nice for the price,5
very nice keyboard fast shipping,1
very satisfied with this mouse ,5
very satisfied with this mouse ,1
very very bad stay away ,5
was little squirrely to use,5
was little squirrely to use,1
we absolutely love this speaker ,5
we like it sounds great,1
we use them for gaming,1
well rounded speaker very good,5
well worth it doesn disappoint ,5
with in months battery die,5
work great like the lights,5
work great worth every penny,5
work really well love it,5
worked for my year old ,5
works amazing exactly what wanted,5
works as advertised great price ,5
works as advertised great price ,5
works as mouse should work ,1
works as mouse should work ,1
works grate love the base,5
works great and as expected ,1
works great and easy setup,5
works great and looks classy ,5
works great and looks classy ,5
works great comfortable and smooth ,1
works great comfortable and smooth ,1
works great for our daughter ,1
works great for school use ,5
works great looks even better ,5
works great loud and clear ,5
works great son loves it,5
works great with blue tooth,5
works great with my xbox,5
works great would buy again,1
works great would highly recommend,5
works great would purchase again,1
works perfectly for what needed ,5
works perfectly for work computer,5
works perfectly for work computer,1
works perfectly with my chromebook,1
works perfectly with my chromebook,1
works well and looks great,5
works well and really pretty,1
worse sound than the charge ,5
worth every penny sounds great,1
xmas gift great so far,5
 chinese junk lasted month,5
 chinese junk lasted month,5
 great easy to use ,1
 stars for the weight,5
 the keyboard is fantastic,1
absolutely love the sound,5
absolutely love this jbl,5
absolutely love this sign ,5
all sound etc good,5
always love jbl products,5
amazing for the price ,5
amazing headset would recommend,5
amazing speaker good price,5
and she loved it,5
another lowest bidder production,1
another lowest bidder production,5
as described great product,5
as expected sounds great ,5
as the title says,5
at an excellent price,5
awesome and only unreal ,5
awesome sound and bass,5
awesome sound and bass ,5
awesome sound good size,5
bass is very good ,5
battery last about hrs,1
battery last about hrs,5
best bluetooth speaker ever ,5
best bluetooth speaker yet,5
best gaming headset ever,5
best quality best price,5
bluetooth connection very fast ,5
bring to the beach,5
broke did not work,5
broke did not work,1
broke within few months,1
came missing usb receiver ,1
came missing usb receiver ,5
came with big scratch ,1
camping fishing yard work ,5
can be little louder,1
cheap and awful product,5
cheap and awful product,1
cheap and doesn work ,1
cheap broke after months,5
cheap broke after months,5
cheap price cheap product,5
comfortable and awesome sound,5
comfortable and great sound,5
comfortable and great sound ,5
comfortable and works good,1
compact size big sound ,5
compact with great sound ,5
connects easily super cute ,1
connects easily super cute ,1
convenient and quiet mouse,5
convenient and quiet mouse,1
cool colors lights up ,5
cool header comfy too ,1
dam this is loudspeaker,1
definitely worth the money,5
definitely worth the money,1
didn work after days,1
didn work after days,5
didn work sending back,1
didn work sending back,1
does not last x,5
does not last x,1
doesn hold charge long,1
doesn hold charge long,5
doesn hold good charge,5
doesn hold good charge,5
don bother doesn work,5
don bother doesn work,5
don buy cheap crap,1
don waste your money,1
drain batt very fast,5
easy to carry around ,5
easy to travel with,5
efficient for its price,5
enjoying the sound quality,5
excellent blue tooth speaker,5
excellent mouse very smooth ,1
excellent mouse very smooth ,1
excellent product highly recommend ,5
excellent sound and reception ,1
fast shipping great product,5
fits my hand perfectly ,1
fits my hand perfectly ,5
for gaming great quality ,5
for gaming noise cancelation ,1
for gaming not bad,5
for gaming works great,5
for it pretty good,5
for listening to music,1
gaming on my iphone,5
gift for son thanks ,5
good colors fast shipping,5
good for gaming comfortable,5
good for party s,1
good for playing music,5
good for pool listening,1
good for the money,1
good for the price,5
good for the price,5
good for the price,1
good for the price,5
good for the price ,5
good headphones slight bleeding ,5
good headset for gaming ,5
good headset for gaming ,5
good mouse very smooth,1
good mouse very smooth,5
good product awesome price,5
good product awesome price,1
good product good price,5
good product timely shipping ,5
good product timely shipping ,1
good product very nice,5
good quaility for price,5
good quality for gaming,5
good quality sound system ,5
good quality sound welbilt,5
good quality sounds great ,5
good qualityfast shippingthank you,5
good recomend this keyboard ,5
good sound fast charging,5
good sound good headphones,5
good speaker full portability ,5
granddaughter likes the lights,5
granddaughter likes the lights,5
grandkids are enjoying this ,5
great all around headset,5
great and love it,5
great coloque great speaker,5
great colors and sound,5
great comfort and fit ,5
great customer service tho,5
great for distance learning,5
great for the cost ,5
great for the kids ,5
great for the price,5
great for the price,5
great for the price ,5
great for watching movies ,5
great good for gaming ,5
great headphones for price ,5
great headset clear sound ,5
great headset for gaming,5
great keyboard highly recommend ,5
great mouse love it,1
great mouse love it,1
great noise canceling headphones ,5
great price and service,5
great price and service,5
great price great product,1
great price great product,5
great product excellent sound ,5
great product fast delivery ,5
great product fast shipping,5
great product fast shipping,5
great product for gaming,5
great product for price,5
great product great sound,5
great product highly recommend,5
great product no issues,5
great product no issues,1
great product sounds great ,5
great purchage very satified,1
great purchage very satified,1
great purchase for gamer,1
great quality and sound,5
great quality of sound ,1
great quality very happy,5
great sound adequate volume ,5
great sound and bass,5
great sound and comfortable,5
great sound and quality ,5
great sound clear voice,5
great sound comfortable fit ,5
great sound for gaming,1
great sound for price ,5
great sound good value,1
great sound great price ,5
great sound love it,5
great sound love it,5
great sound love it ,5
great speaker great sound,5
great speaker great sound ,5
great speaker nice sound,5
great speaker sound good,5
greatest sound and durable,5
hard to install mic,5
headline says it all ,5
holds charge for days ,1
i absolutely love it ,5
i buy it again,5
i don like it,1
i don like it,5
i hate this product,1
i hate this product,5
i like good sound,5
i like it recommend ,5
i like music batter,5
i like the sound,1
i like the sound ,5
i like wireless keyboard,1
i liked it all,5
i liked the color,5
i liked the lights,5
i liked the mic,5
i love my speaker,5
i love the colors ,1
i love the colors ,1
i love the product,5
i love the sleekness,1
i love these headphones ,1
i love this keyboard,5
i love this mouse ,5
i love this mouse ,5
i love this product,1
i love this product,5
i love this speaker ,5
i loved the product ,1
i loved the product ,1
i not buying batteries ,5
i not buying batteries ,5
i use for music,5
incredibly loud connects quickly,5
inexpensive and good quality,5
is awesome love sounds ,5
it already doesn work,1
it already doesn work,1
it beautiful and sleek ,1
it beautiful and sleek ,5
it blocks the noise,5
it broke after weeks ,5
it broke after weeks ,1
it broke in week,1
it broke in week,5
it cheap and good,5
it does not recharge,5
it does not recharge,1
it does not work,5
it doesn charge anymore ,1
it doesn charge anymore ,1
it easy to use,5
it great for gaming,5
it has great bass,5
it has soft touch,1
it is good mic,5
it is handy keyboard,5
it is somehow ok,1
it is somehow ok,5
it just dosen work,5
it matches my computer,5
it matches my computer,5
it meets my need ,5
it never would charge ,5
it never would charge ,5
it nice and good,5
it no for me ,1
it no for me ,1
it no longer working ,1
it perfect love it,5
it was just ok,5
it was perfectly fine,1
it was pretty good,5
it was very helped,5
it was very helped,5
it works as expected ,5
it works really good,5
it works really well,5
item does not work,5
item does not work,5
its amazing love it,5
its honestly so good,5
its perfect for gifts,1
its pretty good guess,5
its pretty much good ,5
junk lasted few months,5
jusk ok good quality,5
jusk ok good quality,5
just like the description,5
just what expected thanks,5
kids love this item,5
lacks full sounding bass,5
lights doesn stay on,5
lightweight amazing customer sevice ,5
like everything about it,5
like everything about it,1
liked the recharge aspect,1
likes sound mic quality,5
looks cool doesn last ,1
looks cool doesn last ,5
looks good so far,5
looks good works well,5
looks good works well,5
love everything about it,5
love everything about it,5
love everything about it ,5
love everything about it ,1
love everything about it ,1
love everything about it ,5
love everything about it ,5
love everything about them,5
love it as expected ,5
love it great value,1
love it great value,5
love it very ergonomic,5
love it very ergonomic,5
love my new keyboard ,5
love my sound box ,5
love the color affects,1
love the color affects,1
love the different colors,1
love the sound quality ,5
love this bluetooth speaker ,5
loved the backlit characters,1
m daughter loves it ,5
mic did not work,5
mic didnt last months ,1
mic threshold is awful,5
microphone doesn work useless,1
microphone failed within week,1
mike stopped working suddenly,5
mouse battery doesn charge,1
mouse not working properly ,5
mouse not working properly ,5
mouse wheel doesn work,5
mouse wheel doesn work,1
mousewheel doesn work yikes,1
mousewheel doesn work yikes,1
much better than expected,5
my boyfriend loved them,5
my fav speaker ever ,5
my gbaby love them,1
my granddaughter loved them ,1
my granddaughter loves it ,5
my grandson love it,1
my grandson loved them,5
my grandson loves it ,1
my hubby loves it,1
my husband loves these ,5
my kid loves it,1
my kids like it,5
my kids love it,5
my kids luv it,5
my mother loved it,5
my niece loves it ,5
my son likes it ,5
my son love it ,5
my son loved it ,1
my son loved them ,5
my son loves it,5
my son loves it,1
my son loves it,5
my son loves it,5
my son loves it,5
my son loves it,5
my son loves it ,1
my son loves it ,1
my son loves it ,1
my son loves it ,5
my son loves it ,5
my son loves it ,5
my son loves it ,1
my son loves them,1
my son loves them,5
my son loves them,5
my son loves them ,5
my son loves them ,5
my son loves them ,5
my son loves these ,5
nice look to it,1
nice look to it,1
nice quality beautiful cards ,5
nice quality beautiful cards ,1
no complaint great product,1
no complaint great product,1
no complaints so far,1
no dislike love it,5
noise canceling is great ,5
noise cancellation is amazing ,1
noise cancellation is awesome ,1
not good at all,1
not good at all,5
not the best fit,1
not very good quality,5
not vey good quality,1
not worth the value,5
not worth the value,5
nun but good vibes ,5
one hell of speaker,5
only one side worked,5
only one side works,1
only one side works,5
only worked for week,1
order met his expectations,5
outstanding in every way,5
outstanding sound and bass ,5
overall happy with product,1
perfect and great product ,5
perfect for game nights,5
perfect just what needed ,5
perfect mouse silently working,1
perfect mouse silently working,1
poorly built don order ,1
positive quality great color,1
positive quality great color,1
powerful speaker great sound,5
price is bit higher,5
product doesn stay connected,5
product doesn stay connected,1
product is very good ,5
product never worked defective,1
provides good volume range ,5
quality and premium sound ,5
quit working trashed it,1
quit working trashed it,5
really good gaming headsets,5
really good sound quality,5
really like for gaming,1
really nice sounding speaker ,5
really not the best,5
relax on my home,5
sleek and works great,5
sleep mode works well,5
sleep mode works well,5
small doesn respond well,1
small doesn respond well,1
small portable great sound ,1
so far love it,1
so far no complaints,5
so far so good,1
so far so good,5
so far so good,1
sound is true stereo,5
sound quality for entertainment,5
sound quality is excellent,5
sound quality is good,5
sound quality is good,1
sound quality is great ,5
sound quality is great ,1
sound quality was amazing,5
sounds good for gaming,5
sounds good so far,1
sounds great excellent quality ,5
sounds great good value,5
sounds great long battery,5
sounds great looks great ,5
speaker works as advertised,5
still happy with it ,5
still testing them out,5
stop working in weeks,1
stop working in weeks,1
stoped working after week,1
stoped working after week,1
stopped working after days ,5
stopped working after month,5
stopped working after months,1
stopped working after months,1
stopped working after months,5
stopped working after months ,5
stopped working after week ,5
stopped working after week ,5
stopped working after week ,1
stopped working in days,5
stopped working in days,1
stopped working within week,5
stopped working within week,1
sucks broke in month,5
sucks broke in month,5
super comfortable to use ,5
super comfortable to use ,1
super light and cute,1
super light and cute,5
super speaker love it ,5
the ball already broke ,5
the better bass sound,5
the game sounds great,5
the headset actually works ,5
the mic didn work,5
the mic doesn work ,5
the microphones too quiet,1
the product works well ,5
the recipient liked it,5
the roller stopped working,5
the roller stopped working,1
the rugrat loves it ,5
the scroll wheel broke,1
the scroll wheel broke,5
the sound is amazing,5
the sound was awesome ,5
the sound was great,5
the speaker is powerful,5
the wheel breaks easily,1
the wheel breaks easily,5
there amazing quality haedphones,5
there great loved them,5
there nothing to dislike ,5
these are heaven sent,5
they are pretty good,1
they last about year,1
they won hold charge,1
they won hold charge,5
they work like charm,1
this broke after day ,5
this broke after day ,5
this is not working,1
this is not working,1
this little speaker bangs ,5
this mouse is great ,5
this mouse is great ,1
this product is amazing,5
this product is awful,1
this product is awful,5
this product works great ,5
this product works great ,5
this sister last uses,5
this sister last uses,5
this thing sounds amazing ,5
to slow don buy,1
to slow don buy,1
used for xbox one,5
used on mac laptop,5
very cool design thanks,5
very cool design thanks,1
very easy to use,1
very fragile when dropped ,5
very fragile when dropped ,1
very good for gaming,5
very good for gaming,5
very good for price ,5
very good mouse excellent,1
very good mouse excellent,5
very good mouse recommend ,1
very good mouse recommend ,1
very good quality sound ,5
very nice works great ,5
very quiet nice lighting,5
very quiet nice lighting,5
very smooth and quiet ,1
very smooth and quiet ,1
was not pc compatible,5
waste of your money,1
well worth the price ,5
wheek scroll was brock,5
wheek scroll was brock,5
woke awesome very loud,5
won work at all ,5
won work at all ,1
work movies and meditation,5
worked for about week ,1
worked for about week ,1
worked for about week ,1
working great no problem,5
works and sounds great,5
works fine with xbox,5
works for nintendo switch,5
works good for laptop,5
works good for laptop,1
works great no complaints ,5
works great no complaints ,5
works great no issues,5
works great no issues,5
works great so far,5
works great sounds great ,1
works great super comfortable,1
works just as described ,5
works like it should ,5
works on macbook pro ,1
works on macbook pro ,1
works very well thanks ,5
works very well thanks ,1
works well light weight,5
works well light weight,1
works well nice bass,5
works well very responsive,1
works well very responsive,5
works well with windows ,5
works well with windows ,1
works well worth it,1
works well worth it,1
wouldnt work with ps,1
 and on time,5
 and on time,5
a great value ,5
absolutely love it,5
absolutely love it,5
all was lookin ,5
almost perfect sounds ,5
amazing little mouse,1
amazing little mouse,5
amazing sound quality,5
an awesome speaker ,5
audio is muffled,1
automatically sets up ,5
automatically sets up ,1
awesome gaming headset ,5
awesome works great ,5
bad audio input,5
battery life sucks,1
battery seems bad,5
batterylife not good,5
beautiful fast shipping,5
best little speaker,5
best quality speaker ,5
best speaker ever,5
best speaker ever ,5
best speaker out,5
best speakersout there,5
better than thought ,5
bloody good buy,5
bought for work,5
broke early on,1
broke within week,5
broke within week,5
broke within week ,1
broken from box,5
broken when received,5
charge last forever,1
clear sound quality,5
comfortable to use,1
comfortable to use,5
comfy looks cool,1
cord too long,5
could be better,5
daughter loves it ,5
dead in weeks,1
dead in weeks,1
definitely worth it,5
did the job,1
did the job,1
didnt last long,5
didnt last long,5
do not buy,5
does not disappoint,1
does not work,5
does not work,5
does not work,1
does not work,5
does not work ,5
does the job ,5
does the job ,1
doesn stay charged,5
doesn stay charged,5
dont get them,5
ease of use,5
easy to carry ,1
easy to install,5
easy to use,5
easy to use,1
easy to use,1
easy to use,1
easy to use,1
easy to use,1
easy to use,5
easy to use,5
easy to use,1
easy to use,5
easy to use,5
enjoy the mouse ,1
ergonomic and nice,5
ergonomic and nice,5
ergonomic for gaming,1
ergonomic for gaming,5
everything about it,5
exactly as described,5
excatly what intended ,5
excellent and comfortable,5
excellent for price ,5
excellent for price ,1
excellent sound quality,5
fits my needs,1
for school game,1
for self entertainment,1
for work purposes,5
gaming for fun,5
gift for grandson,5
good as expected,5
good as expected ,1
good for gaming,5
good for gaming,5
good good good ,5
good head set,5
good head set,5
good pick up,5
good quality headset,5
good quality sound,5
good sound quality,5
good sound quality,5
good sound quality ,5
granddaughter loves it,5
grandson loved it,5
grandson loved it,5
grandson loves him,1
grandson loves it,5
grandson loves it,5
grandson loves them,5
grandson loves them ,1
grandson was happy,5
great amazing sound,5
great and affordable ,1
great backup headsets,1
great bass sound,5
great budget headset ,5
great christmas gift,5
great for cod,1
great for gaming,5
great for gaming,5
great for gaming,5
great for gaming,5
great for gaming,1
great for gaming ,5
great for gaming ,1
great for gaming ,5
great for gaming ,5
great for party,1
great for pc,5
great for price ,5
great for ps ,5
great gaming experience,5
great gaming gear ,5
great gaming headphones,5
great gaming keyboard,5
great head phones,1
great head set,5
great noise canceling,5
great portable speaker,5
great product quality ,1
great product recommended ,5
great product recommended ,5
great quality headset,5
great sound quality,5
great sound quality,5
great sound quality,5
great sound quality,1
great sound quality,5
great sound quality,5
great sound quality,5
great sound quality ,5
great sound quality ,5
great sounding speaker ,5
great works good,5
great works good,1
has weird echo ,5
he likes it,1
he likes them,5
he loved it ,5
he loved iy,1
he loves them,5
he loves them ,5
headphones are comfortable,5
holds charge forever ,5
horrible just horrible,5
horrible just horrible,1
hp laptop compat,5
hp laptop compat,1
hubby loves them,5
i like everything,1
i like everything,5
i like it,5
i like it,5
i like it,1
i like it,5
i like it,5
i like it,5
i like it ,1
i love it,1
i love it,5
i love it,1
i love it,1
i love it,5
i love it,1
i love it,5
i love it,5
i love it,5
i love it,1
i love it ,1
i love it ,5
i love it ,5
i love it ,1
i love it ,5
i love it ,1
i love it ,5
i love it ,5
i love it ,5
i love itttttt,5
i love itttttt,1
i love jbl,5
i love sound,5
i love this ,5
i recommend it,5
i recommend it ,5
it came quick,5
it came quick,1
it cool guess,1
it doesn work,5
it doesn work,1
it doesn work,5
it doesn work,1
it doesn work,1
it doesn work,5
it doesn work,1
it good mouse ,1
it good mouse ,5
it good mouse ,5
it got keys,5
it hi quality,5
it is great,1
it is great,5
it is nice,5
it keeps shaking ,1
it keeps shaking ,5
it lasted months,5
it nice keyboard,5
it nice mouse,5
it nice mouse,5
it pretty good ,5
it really is,1
it really is,1
it sounds good,5
it sounds good,5
it sounds great,5
it stopped working,1
it stopped working,1
it stopped working,1
it stopped working,5
it very good,1
it very good,5
it very nice,5
it was good,5
it was present,1
it works good ,5
it works nicely ,5
it works nicely ,5
it works perfectly ,5
it works well,1
it works well,5
it works well ,5
item as described,5
item as described ,1
its great product,5
its pretty dope ,5
its really bad,5
jbl is great,1
just as advertised ,1
just as advertised ,5
just great item,5
just great item,5
just love color,1
just love color,1
kid loves them,1
lasted about week,1
lasted about week,5
lasted one day ,1
like it lot,1
like it lot,5
like product thaks ,1
like the size,5
liked the color,5
listening music videos,5
listening to podcasts,5
long lasting battery ,1
long lasting battery ,5
looks so cool,5
looks so cool,5
lots of bass,5
love everythi g,5
love love love ,5
love the color,5
love the color ,5
love the colors,1
love the colors,5
love the colors ,5
love the headset,5
love the headset ,5
love the lights ,5
love the lights ,1
love the sound,1
love the sound ,5
love the sound ,5
love them recommend,5
love this keyboard ,5
love this mouse,5
love this mouse,1
love this mouse,1
love this mouse,5
love this speaker,1
love this speaker,5
love this speaker,1
love this speaker,5
love this speaker ,1
love this speaker ,5
love this speaker ,5
love this speaker ,5
loveee sooo pretty ,5
microphone doesnt work,1
money well spent,5
mono not stereo ,1
more technical trash,5
more technical trash,5
mouse works good,5
mouse works good,5
my grandson gammer ,5
my mic stopped,1
nd one bought,1
nd one bought,1
never worked returned,1
nice and clear,5
nice and compact,1
nice looking mouse,5
nice looking mouse,1
nice to have,5
no battery life ,1
no battery life ,5
no carrying straps,5
no speaker better,5
noice headset duds,1
noise cancellation sucks,1
not enough bass,1
not good sound,1
not loud enough,5
not the best,5
not the greatest,1
not very comfortable ,5
not work good ,1
not work good ,5
not worth it,1
perfect christmas gift,5
perfect for kids ,1
perfect for parties,1
perfect just perfect,1
performs as expected,1
performs as expected,5
piece of crap,1
poor sound quality,5
pretty didn work,5
pretty good mouse ,5
pretty good quality ,5
product didn work,5
product doesn work,1
product dont work,1
product was defective ,5
product was defective ,5
purchase as gift,5
quality is great,5
quality is great ,1
quality is ok,1
quiet and smooth,5
quiet and smooth,1
quit working already,1
quit working already,5
reacts little slow,5
reacts little slow,5
ready to handle,5
ready to handle,1
really awesome speaker,5
really good headset,1
really good keyboard,5
really good quality,5
really like it,5
really like these,5
really love it,5
same as described,5
size is good,5
sleek and reliable,5
sleek and reliable,1
small but solid ,1
so many uses ,5
soft and comfortable,5
soft light smooth ,1
soft light smooth ,5
son is satisfied ,5
son love it ,5
son loved it,5
son loved it ,5
son loved it ,5
